Dataset,FileName,text,label2a,Starting,Ending
Common Voice,common_voice_en_85720,Take your paws off me!,1,,
Common Voice,common_voice_en_658714,I accuse this man of being a faker!,1,,
Common Voice,common_voice_en_79491,What idiot wrote this total drivel?,1,,
Common Voice,common_voice_en_207543,That insane android continues to ignore me.,1,,
Common Voice,common_voice_en_645225,Why don't you shut up!,1,,
Common Voice,common_voice_en_18999327,Her mother died when she was a child.,0,,
Common Voice,common_voice_en_20417101,Novo Nordisk introduced Norditropin.,0,,
Common Voice,common_voice_en_20791369,Usually those affected have mild to moderate mental retardation.,0,,
Common Voice,common_voice_en_19789227,"The section can be evoked to punish sodomites, pedophiles and zoophiles.",0,,
Common Voice,common_voice_en_23386843,"Later in the engagement, the Australian cruiser successfully fired on a Japanese destroyer.",0,,
Common Voice,common_voice_en_22021830,"Its name is derived from a Slavic word, ""topol"", meaning ""poplar"".",0,,
Common Voice,common_voice_en_3828684,"Jeez, you look stoned!",1,,
Common Voice,common_voice_en_22264072,The other islands of the group have a volcanic origin.,0,,
Common Voice,common_voice_en_2450,My husband revealed he was homosexual.,0,,
Common Voice,common_voice_en_164426,Compiling the Linux kernel can be time consuming.,0,,
Common Voice,common_voice_en_663228,He'll drive you batty!,0,,
Common Voice,common_voice_en_629873,"From where he sat, he could observe the plaza.",0,,
Common Voice,common_voice_en_123562,"Those women are all card sharks, don't be fooled.",1,,
Common Voice,common_voice_en_19014278,They are sometimes also called rigid circuit graphs or triangulated graphs.,0,,
Common Voice,common_voice_en_20788431,The game allows the player try choose their own style of gameplay.,0,,
Common Voice,common_voice_en_24067004,They are made in seconds by the 'ships' of the Space Brothers.,0,,
Common Voice,common_voice_en_17262546,Is he a drunkard or what?,1,,
Common Voice,common_voice_en_18466620,"One guess will do, Ernest retorted.",0,,
Common Voice,common_voice_en_112949,Monkeys smile when they are scared.,0,,
Common Voice,common_voice_en_17958638,It takes two to have an argument.,0,,
Common Voice,common_voice_en_17969631,Is it not so?,0,,
Common Voice,common_voice_en_112210,I'm going to tell your mother on you.,0,,
Common Voice,common_voice_en_187241,You're worth more dead than alive.,1,,
Common Voice,common_voice_en_19784056,Kanapaha sand supports forest areas.,0,,
Common Voice,common_voice_en_29062,Don't you know that girl's very sick?,0,,
Common Voice,common_voice_en_658198,He's insane or drunk or something.,1,,
Common Voice,common_voice_en_22757485,Hotwired employees Joey Anuff and Carl Steadman launched the first weblog Suck dot com.,0,,
Common Voice,common_voice_en_18102183,"You're not psychotic, you just wish you were?",1,,
Common Voice,common_voice_en_14740172,Your so-called sedative only exacerbates the pain.,1,,
Common Voice,common_voice_en_22248199,Pataki agreed to Giuliani's proposal one week later.,0,,
Common Voice,common_voice_en_23617378,A beverage-can stove is an example of a very lightweight alcohol stove for camping.,0,,
Common Voice,common_voice_en_22137281,The current Secretary General of the Supreme Council is Hala Al Ansari.,0,,
Common Voice,common_voice_en_680354,"I wanted to sleep a little longer, he thought.",0,,
Common Voice,common_voice_en_98445,What idiot wrote this total drivel?,1,,
Common Voice,common_voice_en_23060209,He was said to be willing to kill elderly and bedridden men.,0,,
Common Voice,common_voice_en_183692,"""I'll be back,"" the boy said.",0,,
Common Voice,common_voice_en_18019095,With that new haircut you look ridiculous.,1,,
Common Voice,common_voice_en_17673899,"Damage suffered makes you knowing, but seldom rich.",0,,
Common Voice,common_voice_en_18287194,That's no way to speak to your wife.,0,,
Common Voice,common_voice_en_32348,You get out of here quick.,0,,
Common Voice,common_voice_en_695180,The weather in Finland sucks.,1,,
Common Voice,common_voice_en_18163343,What a load of rubbish on the telly today.,1,,
Common Voice,common_voice_en_650088,Are you a hypnotist?,0,,
Common Voice,common_voice_en_18519808,Do I have to meet him? He is as dull as ditchwater.,1,,
Common Voice,common_voice_en_17486638,"Never advertise razors by shaving a monkey, it's cruel and results in lawsuits.",0,,
Common Voice,common_voice_en_632736,The boy thought of Fatima.,0,,
Common Voice,common_voice_en_17852153,Children and fools speak truth.,0,,
Common Voice,common_voice_en_19730143,"From hunting, he learned methods which he later used in photography.",0,,
Common Voice,common_voice_en_18192367,Before you meet the handsome prince you have to kiss a lot of toads.,0,,
Common Voice,common_voice_en_19610500,"It starred Logan Lerman, Ezra Miller, and Emma Watson.",0,,
Common Voice,common_voice_en_18024835,They use the terraforming tool to modify the terrain.,0,,
Common Voice,common_voice_en_18647636,Who would have thought pigs could fly after all?,0,,
Common Voice,common_voice_en_521031,Edgar is a geek.,0,,
Common Voice,common_voice_en_22914956,The younger of his two sons is gay and struggling with coming out.,0,,
Common Voice,common_voice_en_17715499,It is hard to erase blue or red ink.,0,,
Common Voice,common_voice_en_18277605,I care for my elderly mother.,0,,
Common Voice,common_voice_en_46411,A little present from old man.,0,,
Common Voice,common_voice_en_41770,"People say strange things, the boy thought.",0,,
Common Voice,common_voice_en_18512150,She's totally obsessed.,0,,
Common Voice,common_voice_en_19384787,"""Come on, Will,"" Buffy pleads.",0,,
Common Voice,common_voice_en_554073,The place is so full of cockroaches.,0,,
Common Voice,common_voice_en_82551,Take your paws off me!,1,,
Common Voice,common_voice_en_214234,That damn mouse could sense my anger.,0,,
Common Voice,common_voice_en_19718527,Colours are added to improve the appearance of a formulation.,0,,
Common Voice,common_voice_en_66911,Are you going to live with your mother?,0,,
Common Voice,common_voice_en_3458734,They felt gay when the ship arrived in port.,0,,
Common Voice,common_voice_en_37396,"""What a load of trash"", Sarah opined.",1,,
Common Voice,common_voice_en_17957465,A bully is always a coward.,1,,
Common Voice,common_voice_en_122654,A cloud of dust stung his tender eyes.,0,,
Common Voice,common_voice_en_5559195,"They're silly, their buckets are over there behind mine.",1,,
Common Voice,common_voice_en_219348,Don't you know me?,0,,
Common Voice,common_voice_en_18508639,"If you are stupid enough to do that, I can't guarantee your safety.",1,,
Common Voice,common_voice_en_501546,An old man gets some barbecue,0,,
Common Voice,common_voice_en_20870782,"He did it, God damn him!",1,,
Common Voice,common_voice_en_18876212,He was the first winner in the Polka category.,0,,
Common Voice,common_voice_en_21656380,In her youth she attended the Dalton School in New York City.,0,,
Common Voice,common_voice_en_23915381,He goes to Mexico to purchase poison with which to commit suicide.,0,,
Common Voice,common_voice_en_101594,Are you going to live with your mother?,0,,
Common Voice,common_voice_en_9376998,The play seems dull and quite stupid.,1,,
Common Voice,common_voice_en_700383,And a whole cold chicken staring us right in the face.,0,,
Common Voice,common_voice_en_22738823,The other three congressional districts are majority white.,0,,
Common Voice,common_voice_en_19660845,"Every monad arises from some adjunction, in fact typically from many adjunctions.",0,,
Common Voice,common_voice_en_20981457,"He was an alderman for nine years on city council, later becoming mayor.",0,,
Common Voice,common_voice_en_163397,You killed all three of them for nothing.,0,,
Common Voice,common_voice_en_70022,Wasting my time listening to this mad hatter.,1,,
Common Voice,common_voice_en_19952973,"He was blab-mouthed, a tongue-wagger.",1,,
Common Voice,common_voice_en_485164,Then get out of here.,0,,
Common Voice,common_voice_en_646921,She was throwing snowballs at the sky.,0,,
Common Voice,common_voice_en_20994751,You must keep on beating.,0,,
Common Voice,common_voice_en_21101533,"In addition to the legally defined maximum speed, minimum speed limits may be applicable.",0,,
Common Voice,common_voice_en_130214,Please bring Mama back.,0,,
Common Voice,common_voice_en_23677299,Beecroft was orchard country before its suburban development.,0,,
Common Voice,common_voice_en_555608,Hundreds of yelling people are swarming into the park like locusts!,1,,
Common Voice,common_voice_en_20978699,The operation was commanded by Shimon Avidan.,0,,
Common Voice,common_voice_en_18448632,"Isaac Ford, the austere soldier of the Lord, the old hypocrite.",1,,
Common Voice,common_voice_en_20771191,"This increased the available oxygen, allowing the catalyst to function as intended.",0,,
Common Voice,common_voice_en_18580057,If we have foresight over what consumers like.,0,,
Common Voice,common_voice_en_20132290,"On seeing Grant pass by, a soldier commented, ""Hardtack"".",0,,
Common Voice,common_voice_en_477032,These scissors can cut metal.,0,,
Common Voice,common_voice_en_544549,I'll kill both of them!,1,,
Common Voice,common_voice_en_585528,What good is money to you if you're going to die?,0,,
Common Voice,common_voice_en_19321583,"That is what Hitler did to Jews, Gypsies and many others.",0,,
Common Voice,common_voice_en_17839815,Better be ignorant than obstinate.,0,,
Common Voice,common_voice_en_185470,I'm going to tell your mother on you.,0,,
Common Voice,common_voice_en_625076,Maybe he really is a fool.,1,,
Common Voice,common_voice_en_18522160,Down with the kids,0,,
Common Voice,common_voice_en_24067005,Among Nencki's greatest achievements was his study on the chemical structure of haemoglobin.,0,,
Common Voice,common_voice_en_18722328,The knights leave and Becket again says he is ready to die.,0,,
Common Voice,common_voice_en_21224188,The outflow is via the Spokane River.,0,,
Common Voice,common_voice_en_187713,"""I had never heard of alchemists before,"" the boy said.",0,,
Common Voice,common_voice_en_21753430,"Articles in ""konkret"" openly advocated sex with minors.",0,,
Common Voice,common_voice_en_17284215,"Yesterday, he went to an STD clinic to test for herpes.",0,,
Common Voice,common_voice_en_18954947,"It was replaced by a far smaller, modern house.",0,,
Common Voice,common_voice_en_618300,Don't be a fool.,0,,
Common Voice,common_voice_en_547170,I think you're crazy.,1,,
Common Voice,common_voice_en_19430454,Give a maniac a gun and the others start to run.,1,,
Common Voice,common_voice_en_22059479,Firefox,0,,
Common Voice,common_voice_en_17877613,Better be ignorant than obstinate.,0,,
Common Voice,common_voice_en_19967489,As a result they were discontinued for sale.,0,,
Common Voice,common_voice_en_491,Don't say that again.,0,,
Common Voice,common_voice_en_20523249,Its crew were known for their vehement pro-democracy views.,0,,
Common Voice,common_voice_en_17505608,"Jeez, you look stoned!",1,,
Common Voice,common_voice_en_17805972,Don't try to teach your grand-mother to suck eggs.,0,,
Common Voice,common_voice_en_20065301,Its seat is located in the town of Valdemarsvik.,0,,
Common Voice,common_voice_en_20754737,There is an evident political undertone in this absurd tale.,0,,
Common Voice,common_voice_en_19868373,"You see, Humphreys chased me that night.",0,,
Common Voice,common_voice_en_365779,My children are all scoundrels.,1,,
Common Voice,common_voice_en_19732142,"Tipton is named for William Tipton Seely, a businessman in nearby Round Hill.",0,,
Common Voice,common_voice_en_17758555,Keep your mouth shut and your eyes open.,0,,
Common Voice,common_voice_en_19649114,The mentally ill were typically viewed as insensitive wild animals.,1,,
Common Voice,common_voice_en_18480069,He slipped around the corner for a fag.,0,,
Common Voice,common_voice_en_638784,There was a short silence.,0,,
Common Voice,common_voice_en_122235,A half a heelot!,1,,
Common Voice,common_voice_en_18152504,Your behavior is embarrassing; go learn the art of social intercourse!,1,,
Common Voice,common_voice_en_17777745,Why can't I skip this damn intro?,1,,
Common Voice,common_voice_en_581216,Not even the tribal chieftains are able to see him when they want to.,0,,
Common Voice,common_voice_en_628268,Wipe the grease off his dirty face.,0,,
Common Voice,common_voice_en_627967,"Then suddenly, they kneel and die.",0,,
Common Voice,common_voice_en_20661122,He is thrown in a dumpster while the actors laugh at him hysterically.,1,,
Common Voice,common_voice_en_553897,Who can tell us whether spaceflight will ever be commercially viable?,0,,
Common Voice,common_voice_en_111342,Do you want to get us scooped?,0,,
Common Voice,common_voice_en_23435669,You are swindlers.,1,,
Common Voice,common_voice_en_124671,Let's pretend everything is prepped.,0,,
Common Voice,common_voice_en_75726,All they wanted was food and water.,0,,
Common Voice,common_voice_en_598260,"Jeez, you look stoned!",1,,
Common Voice,common_voice_en_82392,"It's almost as if he had been here and left his mark, he thought.",0,,
Common Voice,common_voice_en_17908709,A penny wise and a pound foolish.,1,,
Common Voice,common_voice_en_20341544,Killing groups of people because of their political or ideological beliefs.,1,,
Common Voice,common_voice_en_590167,"I know good crystal from bad, and everything else there is to know about crystal.",0,,
Common Voice,common_voice_en_17946082,Could you give me a piece of bread please?,0,,
Common Voice,common_voice_en_544389,The time must have been somewhere around six o'clock.,0,,
Common Voice,common_voice_en_18144733,With that new haircut you look ridiculous.,1,,
Common Voice,common_voice_en_21750806,With head pro Ben Roman Victor started the first golf school in the world.,0,,
Common Voice,common_voice_en_503329,Your husband must have been in a great hurry.,0,,
Common Voice,common_voice_en_502078,"At the highest point in Tarifa there is an old fort, built by the Moors.",0,,
Common Voice,common_voice_en_17288957,"Hey look, a flying pig!",0,,
Common Voice,common_voice_en_18131088,Divers found a body in the lake.,0,,
Common Voice,common_voice_en_18708935,"She is interred at Forest Lawn Memorial Park, Glendale, California.",0,,
Common Voice,common_voice_en_17285185,"Television can make you dumb, but it can also be good education.",0,,
Common Voice,common_voice_en_17407528,Your behavior is embarrassing; go learn the art of social intercourse!,1,,
Common Voice,common_voice_en_604610,The Englishman could not contain his excitement.,0,,
Common Voice,common_voice_en_644735,Your so-called sedative only exacerbates the pain.,1,,
Common Voice,common_voice_en_22016225,"Dick is the father of Rick, who has cerebral palsy.",0,,
Common Voice,common_voice_en_18644678,I had to die.,0,,
Common Voice,common_voice_en_621680,"In spite of this, I still believed that there were men in Mars.",0,,
Common Voice,common_voice_en_61420,"I remember how I sat on the table there in the blackness, with patches of green and crimson swimming before my eyes.",0,,
Common Voice,common_voice_en_20293667,The line was built by the Great Western Railway.,0,,
Common Voice,common_voice_en_196903,"The boy thanked him, ate it, and went on his way.",0,,
Common Voice,common_voice_en_496870,I think you're crazy.,1,,
Common Voice,common_voice_en_20708988,"In the development of Latin, for example, the aorist merged with the perfect.",0,,
Common Voice,common_voice_en_486750,The women took turns building a tall stable pile of rocks.,0,,
Common Voice,common_voice_en_22398191,"Later, the Syrian Orthodox Church anathematized Ibas as a Nestorian.",0,,
Common Voice,common_voice_en_17250977,What does it mean?,0,,
Common Voice,common_voice_en_90052,And what kind of idiocy is this?,1,,
Common Voice,common_voice_en_17832935,I had no idea.,0,,
Common Voice,common_voice_en_19984052,The orientation of the six centre facets is fixed.,0,,
Common Voice,common_voice_en_18285856,Your payment is due.,0,,
Common Voice,common_voice_en_428103,There will be no cock crow over that,0,,
Common Voice,common_voice_en_18890708,They re-issued the album with this track included.,0,,
Common Voice,common_voice_en_17357684,"Television can make you dumb, but it can also be good education.",0,,
Common Voice,common_voice_en_19698710,Females have paired oviducts.,0,,
Common Voice,common_voice_en_18737864,We can now check explicitly that the supertrace is basis independent.,0,,
Common Voice,common_voice_en_2792,So you can kill me too?,0,,
Common Voice,common_voice_en_23639226,A common vampire bat begins to expel urine within two minutes of feeding.,0,,
Common Voice,common_voice_en_181537,We can't leave Greg here.,0,,
Common Voice,common_voice_en_18803248,"A devout Roman Catholic, Awori is married to Rose Awori.",0,,
Common Voice,common_voice_en_35182,"""I'm going away,"" he said.",0,,
Common Voice,common_voice_en_17922608,"They're silly, their buckets are over there behind mine.",1,,
Common Voice,common_voice_en_194536,Typical American that can keep his mouth shut.,1,,
Common Voice,common_voice_en_20786789,"River, however, warns Jayne that she can kill him with her brain.",0,,
Common Voice,common_voice_en_20975674,He did not score a point.,0,,
Common Voice,common_voice_en_219166,"Jeez, you look stoned!",1,,
Common Voice,common_voice_en_19036295,"Spillers writes, The excision of the female genitalia here is a symbolic castration.",0,,
Common Voice,common_voice_en_18334375,That's where they cut off the Scottish Chiefs and killed all hands.,0,,
Common Voice,common_voice_en_575659,What do you wish?,0,,
Common Voice,common_voice_en_19653080,He has appeared multiple times throughout his career at the Manitoba Theatre Centre.,0,,
Common Voice,common_voice_en_82563,Get your guns out.,0,,
Common Voice,common_voice_en_22712736,The obverse had a rectangle shield with stylised eagle in bas-relief.,0,,
Common Voice,common_voice_en_22050794,"The Duchess of Marlborough supported him, and he was reinstated in his office.",0,,
Common Voice,common_voice_en_23678141,The Boulder Creek mine site is located on part of the Tubutulik River.,0,,
Common Voice,common_voice_en_644570,"They blow across the world without a birthplace, and with no place to die.",0,,
Common Voice,common_voice_en_613007,"The alchemist stopped abruptly, and bent to the ground.",0,,
Common Voice,common_voice_en_20374585,"To test the radio transmitting systems, a pre-recorded female voice was transmitted.",0,,
Common Voice,common_voice_en_18253280,Stephen unraveled the bandage carefully.,0,,
Common Voice,common_voice_en_652949,"Don't knock on death's door, ring the doorbell and run.",0,,
Common Voice,common_voice_en_53855,Her jeans have holes in them.,0,,
Common Voice,common_voice_en_24023663,The village was later renamed Downe.,0,,
Common Voice,common_voice_en_663207,What's the matter with you two?,0,,
Common Voice,common_voice_en_22931606,"Draupadi, out of desperation, remembered Lord Krishna and asked for help.",0,,
Common Voice,common_voice_en_21915741,no,0,,
Common Voice,common_voice_en_17713307,"Those women are all card sharks, don't be fooled.",1,,
Common Voice,common_voice_en_365461,"It was a fighter jet, flying between the buildings.",0,,
Common Voice,common_voice_en_1241093,What idiot wrote this total drivel?,1,,
Common Voice,common_voice_en_18308058,"If you don't want skin cancer, remember to apply your suncream regularly",0,,
Common Voice,common_voice_en_685052,Take me out of here!,0,,
Common Voice,common_voice_en_137411,We'll fix you up.,0,,
Common Voice,common_voice_en_19111468,Kittens open their eyes about seven to ten days after birth.,0,,
Common Voice,common_voice_en_18540924,There were a great many ink bottles.,0,,
Common Voice,common_voice_en_55667,I accuse this man of being a faker!,1,,
Common Voice,common_voice_en_22923480,The characters sat around talking on the phone and saying whassup?,0,,
Common Voice,common_voice_en_18052409,Procrastination is the thief of time.,0,,
Common Voice,common_voice_en_18106574,They use the terraforming tool to modify the terrain.,0,,
Common Voice,common_voice_en_19736354,Samms was raised in the Jewish religion.,0,,
Common Voice,common_voice_en_179344,"The sun began its departure, as well.",0,,
Common Voice,common_voice_en_19699485,There are also remains of the old town walls in several places.,0,,
Common Voice,common_voice_en_151274,"Sadly, my dream of becoming a squirrel whisperer may never happen.",0,,
Common Voice,common_voice_en_18033985,"What is it, boss?",0,,
Common Voice,common_voice_en_18840061,"He is interred at Forest Lawn Memorial Park Cemetery in Glendale, California.",0,,
Common Voice,common_voice_en_163348,But she is gone.,0,,
Common Voice,common_voice_en_18555269,The gates automatically opened on approach.,0,,
Common Voice,common_voice_en_18680665,The wannabe film noir is dumber than dumb.,1,,
Common Voice,common_voice_en_19050333,"In fact, he does go mad in one episode.",0,,
Common Voice,common_voice_en_528046,No one said a word as the old man continued.,0,,
Common Voice,common_voice_en_17373149,What a dreadful rash you have on your legs!,0,,
Common Voice,common_voice_en_1357,Of course he's coming back here.,0,,
Common Voice,common_voice_en_20436638,This service is also available on the website.,0,,
Common Voice,common_voice_en_17489395,"The grim reaper is waiting for you, reckless driver!",1,,
Common Voice,common_voice_en_21853313,"Many of the lifts converge at Idalp, where there is a restaurant.",0,,
Common Voice,common_voice_en_85997,What will the weather be in the Black Bayou Lake National Wildlife Refuge?,0,,
Common Voice,common_voice_en_18335778,"You're a devil for fighting, and will surely win.",1,,
Common Voice,common_voice_en_601496,What good is money to you if you're going to die?,0,,
Common Voice,common_voice_en_19009581,"So I became an atheist, a belligerent atheist.",0,,
Common Voice,common_voice_en_21408400,Gray also recorded with the Lavender Pill Mob.,0,,
Common Voice,common_voice_en_19960080,A photograph of the site is available online.,0,,
Common Voice,common_voice_en_629186,There is no fool like an old fool.,0,,
Common Voice,common_voice_en_17264978,"What do you expect from a pig, but a grunt?",0,,
Common Voice,common_voice_en_19633426,"I'll show you, you silly ass ‘«ˆ hoaxing me!",1,,
Common Voice,common_voice_en_528240,It would kill you.,0,,
Common Voice,common_voice_en_23613462,"The station continues to use lifts, never having been upgraded to escalators.",0,,
Common Voice,common_voice_en_20234223,"Of the three corridors, the Sweetwater route came the closest to warranting a freeway.",0,,
Common Voice,common_voice_en_154902,My husband revealed he was homosexual.,0,,
Common Voice,common_voice_en_90521,The fool flew all the way up here in a blizzard.,1,,
Common Voice,common_voice_en_19843752,Typically hydrogen gas and activated palladium on carbon are used.,0,,
Common Voice,common_voice_en_215308,Don't you know that girl's very sick?,0,,
Common Voice,common_voice_en_18836275,I despise all the stupid things you have said.,1,,
Common Voice,common_voice_en_66231,He's insane or drunk or something.,1,,
Common Voice,common_voice_en_18042750,Let's hope you don't have to vomit.,0,,
Common Voice,common_voice_en_153068,You don't have to wait till January.,0,,
Common Voice,common_voice_en_17273582,Are you going to Kyoto this June?,0,,
Common Voice,common_voice_en_22211411,no,0,,
Common Voice,common_voice_en_647409,This man's going to jump off a roof.,0,,
Common Voice,common_voice_en_18106521,"Yesterday, he went to an STD clinic to test for herpes.",0,,
Common Voice,common_voice_en_35629,It brought his heart into his mouth.,0,,
Common Voice,common_voice_en_1344724,That is not fair at all!,0,,
Common Voice,common_voice_en_17922164,There's a group of unruly teens bumming around in your garden.,1,,
Common Voice,common_voice_en_19260867,It is the band's most commercially successful album.,0,,
Common Voice,common_voice_en_461146,Children and fools speak truth,0,,
Common Voice,common_voice_en_165725,What idiot wrote this total drivel?,1,,
Common Voice,common_voice_en_23711997,He was a mighty monarch.,0,,
Common Voice,common_voice_en_20016333,A second store followed in the Los Angeles suburb of Hawaiian Gardens.,0,,
Common Voice,common_voice_en_21992226,"They came under machine gun fire, leaving Craw dead.",0,,
Common Voice,common_voice_en_17249381,"Never advertise razors by shaving a monkey, it's cruel and results in lawsuits.",0,,
Common Voice,common_voice_en_584243,"The boy had noticed that the Englishman was irritable, and missed his books.",0,,
Common Voice,common_voice_en_18583254,Sneak back to your room and barricade the door.,0,,
Common Voice,common_voice_en_144865,He's insane or drunk or something.,1,,
Common Voice,common_voice_en_20952885,"""Popular Mechanics"" features regular sections on automotive, home, outdoors, science, and technology topics.",0,,
Common Voice,common_voice_en_587868,Her low self-esteem is pathetic.,1,,
Common Voice,common_voice_en_572675,The weather in Finland sucks.,1,,
Common Voice,common_voice_en_93718,"They blow across the world without a birthplace, and with no place to die.",0,,
Common Voice,common_voice_en_536191,Your behavior is embarrassing; go learn the art of social intercourse!,1,,
Common Voice,common_voice_en_23375636,It is named for the Kursky railway station located nearby.,0,,
Common Voice,common_voice_en_673505,"One afternoon, one of his servants fell ill, and it appeared that he would die.",0,,
Common Voice,common_voice_en_17831906,What a load of rubbish on the telly today.,1,,
Common Voice,common_voice_en_19499623,He achieved the rank of lieutenant colonel before returning to civilian life.,0,,
Common Voice,common_voice_en_82467,Don't you know that girl's very sick?,0,,
Common Voice,common_voice_en_23916047,The total number in Catalonia is around a hundred.,0,,
Common Voice,common_voice_en_145536,I can't quite hear you.,0,,
Common Voice,common_voice_en_123110,You will never be able to escape from your heart.,0,,
Common Voice,common_voice_en_15733992,"Even if you're an expert, reading all of it is often not feasible due to lack of time.",0,,
Common Voice,common_voice_en_1446962,Her niece is a diabetic.,0,,
Common Voice,common_voice_en_91589,She never grew up.,0,,
Common Voice,common_voice_en_100511,Well I should think it was sudden!,0,,
Common Voice,common_voice_en_66898,Hundreds of yelling people are swarming into the park like locusts!,1,,
Common Voice,common_voice_en_128270,Take me out of here!,0,,
Common Voice,common_voice_en_22083200,But Paul liked the girls best.,0,,
Common Voice,common_voice_en_150310,Let me touch you!,0,,
Common Voice,common_voice_en_112896,Let me out of here!,0,,
Common Voice,common_voice_en_19716083,The village is within Sebewaing Township.,0,,
Common Voice,common_voice_en_207618,I only interpret dreams.,0,,
Common Voice,common_voice_en_18130150,Quit whining!,1,,
Common Voice,common_voice_en_18096879,There's a group of unruly teens bumming around in your garden.,1,,
Common Voice,common_voice_en_23738318,This bum tried to blackmail me!,1,,
Common Voice,common_voice_en_20075778,Infected larvae darken and die.,0,,
Common Voice,common_voice_en_18052396,Quit whining!,1,,
Common Voice,common_voice_en_17261111,"Penny wise, pound foolish.",1,,
Common Voice,common_voice_en_21486840,Cynic philosophers often engaged in political satire.,0,,
Common Voice,common_voice_en_18549261,"Oh, that very bad child!",1,,
Common Voice,common_voice_en_1639345,The clock of the town center took damage from a lightening strike.,0,,
Common Voice,common_voice_en_21399931,"""Constable,"" he said, ""do your duty.""",0,,
Common Voice,common_voice_en_18206370,Don't try to teach your grand-mother to suck eggs.,0,,
Common Voice,common_voice_en_17406467,Why can't I skip this damn intro?,1,,
Common Voice,common_voice_en_17266837,"The grim reaper is waiting for you, reckless driver!",1,,
Common Voice,common_voice_en_20971203,Go away from here.,0,,
Common Voice,common_voice_en_19423022,"It features larger maps, denser terrain, and free-roaming environments.",0,,
Common Voice,common_voice_en_21980166,Williams also pleaded guilty to conspiracy to murder gangland rival Mario Condello.,0,,
Common Voice,common_voice_en_610003,The burning fire had been extinguished.,0,,
Common Voice,common_voice_en_18052372,There is no fool like an old fool.,0,,
Common Voice,common_voice_en_18075387,Is he a drunkard or what?,1,,
Common Voice,common_voice_en_17792465,What idiot wrote this total drivel?,1,,
Common Voice,common_voice_en_216630,The place is so full of cockroaches.,0,,
Common Voice,common_voice_en_617783,Mr Lincoln is my mentor.,0,,
Common Voice,common_voice_en_18840150,The South end is Seal Beach.,0,,
Common Voice,common_voice_en_188281,They can't help themselves.,0,,
Common Voice,common_voice_en_22050099,zero,0,,
Common Voice,common_voice_en_167905,You're worth more dead than alive.,1,,
Common Voice,common_voice_en_71215,That insane android continues to ignore me.,1,,
Common Voice,common_voice_en_17259742,"Yours sincerely, Satan.",0,,
Common Voice,common_voice_en_18506212,You were destroying my life.,1,,
Common Voice,common_voice_en_126173,This crazy llama spit in my face.,1,,
Common Voice,common_voice_en_18113924,The hell you say!,1,,
Common Voice,common_voice_en_17481765,Didn't you know that?,0,,
Common Voice,common_voice_en_22741527,But in these days appeared some repression of rock music in Mexico.,0,,
Common Voice,common_voice_en_19621540,"Other emetophiles prefer to vomit themselves, especially on a partner.",0,,
Common Voice,common_voice_en_21004955,Barnes was openly gay.,0,,
Common Voice,common_voice_en_18633994,So there is hope for the old ship yet.,0,,
Common Voice,common_voice_en_609657,I'm the stranger around here.,0,,
Common Voice,common_voice_en_15735061,Her low self-esteem is pathetic.,1,,
Common Voice,common_voice_en_17932176,What a load of rubbish on the telly today.,1,,
Common Voice,common_voice_en_17268830,Is he a drunkard or what?,1,,
Common Voice,common_voice_en_17388340,"I sucked at it, but it was much more fun than most normal chess games.",0,,
Common Voice,common_voice_en_18467068,You yellow giant thing of the frost.,1,,
Common Voice,common_voice_en_19649763,It is probably the exact equivalent of the modern word 'byres'.,0,,
Common Voice,common_voice_en_481278,Important information might be missing.,0,,
Common Voice,common_voice_en_543023,"There were raised voices,and some sort of struggle appeared to be going on. .",0,,
Common Voice,common_voice_en_21679168,So long as the stupid big doll burned he rejoiced in silence.,1,,
Common Voice,common_voice_en_373902,That damn mouse could sense my anger.,0,,
Common Voice,common_voice_en_28646,Nobody knows where she got it.,0,,
Common Voice,common_voice_en_518348,The only things that concerned the sheep were food and water.,0,,
Common Voice,common_voice_en_18455829,Dashed silly thing to say.,1,,
Common Voice,common_voice_en_18342508,I can't tolerate lying.,0,,
Common Voice,common_voice_en_22418887,"""Kasuga Maru"" returned to Kagoshima after that exchange.",0,,
Common Voice,common_voice_en_542068,The fool flew all the way up here in a blizzard.,1,,
Common Voice,common_voice_en_20013517,I always thought it was the most retarded term ever.,1,,
Common Voice,common_voice_en_22069857,Witnesses were asked How fast were the cars going when they hit each other?,0,,
Common Voice,common_voice_en_74096,"""But my heart is agitated,"" the boy said.",0,,
Common Voice,common_voice_en_23824941,"""South Carolina"" then took part in training exercises off Culebra Island.",0,,
Common Voice,common_voice_en_19045168,See also academy and university.,0,,
Common Voice,common_voice_en_18128717,The play seems dull and quite stupid.,1,,
Common Voice,common_voice_en_660061,"""What are you doing here?"" one of the figures demanded.",0,,
Common Voice,common_voice_en_646724,Those gangsters get what they deserve.,0,,
Common Voice,common_voice_en_23659879,Tumor samples may be submitted as core needle biopsies or surgical specimen.,0,,
Common Voice,common_voice_en_23376084,"They are the world's second-heaviest lizard, after the Komodo dragon.",0,,
Common Voice,common_voice_en_21280626,Certainly we must get those books.,0,,
Common Voice,common_voice_en_19990579,"As a result, he dies.",0,,
Common Voice,common_voice_en_18999340,"Weeks later, the station would start adding ethnic and paid programming.",0,,
Common Voice,common_voice_en_17917043,You are so rude!,1,,
Common Voice,common_voice_en_177505,Don't you know that girl's very sick?,0,,
Common Voice,common_voice_en_198188,He had to spit some tobacco out of his mouth.,0,,
