Dataset,FileName,text,label2a,split,Sentiment,Original FileName,Starting,Ending
IEMOCAP,Ses04M_impro05_M017,No. No. No. What I need you to do -- I need you to write checks for -- I need you to write three of them. That'll be satisfactory.,0,0,neutral,,,
Common Voice,common_voice_en_189047,And you can quote me on that.,0,0,positive,,,
Common Voice,common_voice_en_19580602,His head is a sheep skull and he has a bony tail.,0,0,negative,,,
Switchboard,sw02935-A_001512-001807,[laughter],0,0,positive,,,
Common Voice,common_voice_en_18809347,"It is named for Charles Ready Haskell, who was killed in the Goliad massacre.",0,0,neutral,,,
Common Voice,common_voice_en_117611,"The two men exchanged some words in Arabic, and the bar owner seemed irritated.",0,0,negative,,,
Common Voice,common_voice_en_22226036,The next day more reinforcements arrived when Captain Jacob Early's detachment reached the grove.,0,0,neutral,,,
Common Voice,common_voice_en_19014278,They are sometimes also called rigid circuit graphs or triangulated graphs.,0,0,positive,,,
Common Voice,common_voice_en_21891397,He came in second and fifth when he did not win.,0,0,neutral,,,
Common Voice,common_voice_en_18111634,Cut off one's nose to spite one's face.,0,0,negative,,,
Common Voice,common_voice_en_607480,"The horse reared again, raising a cloud of dust.",0,0,negative,,,
Common Voice,common_voice_en_631838,"She said she was so exhausted and unhappy that she thought of leaving, and she did.",0,0,negative,,,
IEMOCAP,Ses05F_impro05_M016,"Right. Well, I don't know what to tell you. Um- What I can offer you is a fifty dollar voucher on your next flight.",0,0,neutral,,,
Common Voice,common_voice_en_212916,The serpent relaxed immediately.,0,0,negative,,,
Switchboard,sw02270-B_033783-034347,and it [vocalized-noise] and then you leave the movie like with your brain you got a headache [laughter] trying to follow this damn movie,0,0,negative,,,
Common Voice,common_voice_en_17457789,Don't blow your own trumpet.,0,0,negative,,,
Common Voice,common_voice_en_20856698,The book concludes with their departure from Beijing.,0,0,neutral,,,
Common Voice,common_voice_en_22950032,He mapped the natural watersheds of the Saint Lawrence River and Hudson River.,0,0,positive,,,
Common Voice,common_voice_en_17917155,Wars bring scars.,0,0,neutral,,,
Common Voice,common_voice_en_22149122,Indo-Fijian women were also raped.,0,0,negative,,,
Common Voice,common_voice_en_19384787,"""Come on, Will,"" Buffy pleads.",0,0,neutral,,,
Common Voice,common_voice_en_519568,You're far too valuable!,0,0,neutral,,,
Common Voice,common_voice_en_562976,So you can kill me too?,0,0,positive,,,
Common Voice,common_voice_en_19761876,She stayed her order pending appeal.,0,0,neutral,,,
Common Voice,common_voice_en_642234,But the Tradition also says that we should believe the messages of the desert.,0,0,positive,,,
Common Voice,common_voice_en_22978498,Four black soldiers were killed.,0,0,negative,,,
Common Voice,common_voice_en_679776,Put down that chair!,0,0,negative,,,
Common Voice,common_voice_en_581216,Not even the tribal chieftains are able to see him when they want to.,0,0,negative,,,
Common Voice,common_voice_en_17321725,"You know, singing karaoke with you makes me realize how good of a singer I am.",0,0,positive,,,
Common Voice,common_voice_en_23797194,For no good purpose.,0,0,negative,,,
Common Voice,common_voice_en_673505,"One afternoon, one of his servants fell ill, and it appeared that he would die.",0,0,negative,,,
IEMOCAP,Ses01M_script03_1_F014,"Oh, yes meaning just that.",0,0,positive,,,
CMU-MOSEI,139006_10," I think one of the things that kind of bothered me is that when they brought the character back, the way they did that was really annoying because they relied on the children the characters as being really idiotic",0,0,negative,139006,,
Common Voice,common_voice_en_96023,Her jeans have holes in them.,0,0,negative,,,
CMU-MOSEI,22373_9," Not the lions, not the people, not the hunters or the village people so there's nobody really to side with in here",0,0,negative,22373,,
Common Voice,common_voice_en_18331765,The discovery seemed to have been made on the spur of the moment.,0,0,neutral,,,
CMU-MOSEI,dEBug0QYayY_1,Big4.com has looked at the information and finds a key issue emerging from this is whether the effect of these changes will be to drive business ‘«Ù and perhaps companies ‘«Ù to locations such as Hong Kong.,0,0,neutral,dEBug0QYayY,,
Switchboard,sw03723-B_013525-014200,and that's something that i'm motivated about now because i do need to get myself feeling better and just in better shape but,0,0,positive,,,
Common Voice,common_voice_en_129907,"""I'll be back,"" the boy said.",0,0,neutral,,,
MELD,train_dia119_utt4,"Doesn't matter, I'm never gonna get to meet her anyway.",0,0,negative,,,
Common Voice,common_voice_en_22275733,His titular dream contrasts his own time with the grandeur of King Arthur's period.,0,0,neutral,,,
Common Voice,common_voice_en_18720795,"Some of the letters include ""On Noise"" and ""Asthma"".",0,0,negative,,,
Common Voice,common_voice_en_527703,Her jeans have holes in them.,0,0,negative,,,
Common Voice,common_voice_en_17281623,"He was something of a sickly child by all accounts, never made it past his fourth birthday.",0,0,negative,,,
Common Voice,common_voice_en_666391,The thought was so dreadful to him that he forgot about the heat and went forward.,0,0,negative,,,
Common Voice,common_voice_en_1450813,Her niece is a diabetic.,0,0,positive,,,
Switchboard,sw02335-B_037899-038727,[noise] one was a store and one was like a a fast food place i think i- chicken or something i don't know [noise] anyway they raped the women,0,0,negative,,,
CMU-MOSEI,191616_4, I saw the movie when I was like thirteen or fourteen and it scared the crap out of me and this was before I seen a ton of horror film and granted you're kinda a babe in the wood if you are seeing it that that young and you know that uneducated about horror films but it really did and I also showed it to my thirteen year old brother recently and so I can definitely attest it and it can still scare the crap out of people who have never seen it and haven't seen a lot of horror movies,0,0,positive,191616,,
Common Voice,common_voice_en_1466778,How much will it cost.,0,0,neutral,,,
Common Voice,common_voice_en_21949106,five,0,0,positive,,,
Switchboard,sw02150-B_054847-055073,kill [noise] right,0,0,positive,,,
Common Voice,common_voice_en_521413,The bright lanterns were gay on the dark lawn.,0,0,negative,,,
IEMOCAP,Ses04M_impro01_M007,"But you're -- it's the same -- I mean, you can -- like I can't go behind your desk--",0,0,positive,,,
Common Voice,common_voice_en_22181173,That is why self-reports are very important.,0,0,positive,,,
IEMOCAP,Ses03F_impro03_M002,"Oh, Jesus.",0,0,neutral,,,
Common Voice,common_voice_en_17290388,"I sucked at it, but it was much more fun than most normal chess games.",0,0,negative,,,
Common Voice,common_voice_en_53916,Let me comb your hair.,0,0,positive,,,
MELD,train_dia996_utt8,Don‘«÷t you point your pants at me!,0,0,negative,,,
IEMOCAP,Ses01F_impro02_M015,I know.,0,0,neutral,,,
Common Voice,common_voice_en_19648681,One corner of the wall was protected by a semi-circular avant-corps.,0,0,neutral,,,
Common Voice,common_voice_en_20162880,Shut your eyes up tight.,0,0,negative,,,
Common Voice,common_voice_en_17788905,"What do you expect from a pig, but a grunt?",0,0,neutral,,,
IEMOCAP,Ses01F_script02_1_M006,"My flashlight. God, how could I be so stupid? I can't believe I forgot my flashlight.",0,0,positive,,,
Switchboard,sw02970-A_039083-039434,you can't trust anybody it's it's really scary,0,0,negative,,,
CMU-MOSEI,NzpymNJaFjo_0,"I believe that the economic climate is hopefully, you know, making a turn for the better.",0,0,neutral,NzpymNJaFjo,,
Common Voice,common_voice_en_19622769,The township is served by the Pen Argyl Area School District.,0,0,positive,,,
Common Voice,common_voice_en_18541420,He descended and spent a quarter of an hour with the Commissaire.,0,0,negative,,,
Common Voice,common_voice_en_199444,"I haven't played around with that yet, but I'd love to hear if you have in the comments.",0,0,positive,,,
Common Voice,common_voice_en_220659,It's just like any other day as far as I'm concerned.,0,0,neutral,,,
Common Voice,common_voice_en_18686595,These laws vary among different countries and many laws have exemptions or special circumstances.,0,0,neutral,,,
Common Voice,common_voice_en_691926,"I need you to be spontaneous. He asked me out to ""din din.""",0,0,negative,,,
Common Voice,common_voice_en_20149415,The agency is responsible for the supply of materiel to the Swedish defence organisation.,0,0,positive,,,
IEMOCAP,Ses02M_script03_1_F019,"Elliot, worms don't pop.",0,0,negative,,,
Common Voice,common_voice_en_19683406,"As a result, Balash was deposed by Sukhra, and Kavadh was installed as emperor.",0,0,neutral,,,
Common Voice,common_voice_en_17283564,"Don't knock on death's door, ring the doorbell and run.",0,0,negative,,,
IEMOCAP,Ses03F_script01_3_M016,Then he's gone forever. You're sure?,0,0,positive,,,
Common Voice,common_voice_en_575659,What do you wish?,0,0,positive,,,
Common Voice,common_voice_en_429641,Despair is something that haunts us at night.,0,0,positive,,,
IEMOCAP,Ses02F_script01_3_M031,Then I came back and it was incredible. There was no meaning in it here. The whole thing to them seemed like sort of a bus accident. I went to work with Dad and that rat race again.,0,0,negative,,,
Common Voice,common_voice_en_23681298,The bands may overlap.,0,0,negative,,,
Common Voice,common_voice_en_17551158,"Thanks to the exhaust turbo charger, we could double the engine torque.",0,0,positive,,,
Common Voice,common_voice_en_17387009,"He was something of a sickly child by all accounts, never made it past his fourth birthday.",0,0,negative,,,
Switchboard,sw03229-B_015715-016464,but there are a whole lot of you know i mean i- i would recommend you look at that book if you're if you are a busy person thirty minute cookbook,0,0,neutral,,,
Common Voice,common_voice_en_20880834,Antenna matching methods that use transformers tend to cover a wide range of frequencies.,0,0,positive,,,
Common Voice,common_voice_en_623384,He just got a new kite for his birthday.,0,0,positive,,,
Switchboard,sw02613-A_040517-040673,um,0,0,neutral,,,
Common Voice,common_voice_en_19798411,"All crew, including David and Wendy Touton, were rescued.",0,0,positive,,,
Common Voice,common_voice_en_411215,To be the cock in the basket to be cock of the company,0,0,negative,,,
CMU-MOSI,Af8D0E4ZXaw_3,and put them in a justice leage movie with the ritual batman and superman,0,0,neutral,,,
Common Voice,common_voice_en_14705358,Who has already arrived?,0,0,neutral,,,
Common Voice,common_voice_en_20815096,"That night, Vanessa suffers a nervous breakdown and chops most of her hair off.",0,0,negative,,,
Switchboard,sw03527-B_008999-009155,yes,0,0,positive,,,
IEMOCAP,Ses03M_script01_3_M037,"And I went to work with dad and that rat race again and I felt what you said, ashamed. Somehow because nobody was changed at all.",0,0,negative,,,
Common Voice,common_voice_en_171701,Monkeys smile when they are scared.,0,0,positive,,,
Common Voice,common_voice_en_24035099,It is only officially available for the Microsoft Windows operating system.,0,0,negative,,,
Common Voice,common_voice_en_19630304,"In this way, the family can honor their customs without entering the morgue.",0,0,positive,,,
Common Voice,common_voice_en_20305303,It was created from part of the town of Whitestown.,0,0,neutral,,,
Switchboard,sw03291-B_006229-007594,a a fly running around in the house i pick him up and carry him outdoors i i don't even hit him with a flyswatter so i've uh gotten over this bidness of wanting to go out and shooting and and killing and that sort of thing,0,0,neutral,,,
Common Voice,common_voice_en_22725057,"Underwood was born in Middlesbrough, England, of Chinese-English parentage.",0,0,positive,,,
CMU-MOSEI,35684_2," Billy's balls is, features one of their team riders, Billy Marks, and he just does the most amazing stuff with ping pong balls",0,0,positive,35684,,
MELD,train_dia334_utt2,"Listen uh, could you put Kathy on, I wanna apologize.",0,0,negative,,,
Switchboard,sw02830-A_045786-046146,so you still don't know because a fanny pack is man or nowadays you know,0,0,positive,,,
Common Voice,common_voice_en_602847,"""Lots of places sell tea around here,"" the merchant said.",0,0,neutral,,,
Common Voice,common_voice_en_23867182,Nua attended Brigham Young University.,0,0,neutral,,,
Switchboard,sw02444-B_041759-042702,and i wouldn't let her touch me i i wanted my brother to help me with this that was a sh- the he put the phone down pretty quickly and it didn't take him long to extricate,0,0,negative,,,
Common Voice,common_voice_en_18841030,The derivative of a tempered distribution is again a tempered distribution.,0,0,neutral,,,
Switchboard,sw03812-B_007337-007881,there and it's kind of hard to grow it's kind of foolish [laughter] as far as i'm concerned,0,0,negative,,,
Common Voice,common_voice_en_186370,"I need you to be spontaneous. He asked me out to ""din din.""",0,0,negative,,,
Common Voice,common_voice_en_20781227,Dissolved calcium nitrate is a part of the dipping bath solution.,0,0,positive,,,
Common Voice,common_voice_en_551275,"Yours sincerely, satan.",0,0,negative,,,
Common Voice,common_voice_en_119907,It looked like a rusty gas float.,0,0,negative,,,
Common Voice,common_voice_en_18850307,"Al is a skinny old woman who, as her name suggests, is blind.",0,0,negative,,,
Common Voice,common_voice_en_18876661,The British High Command was impressed by Monash's abilities and enthusiasm.,0,0,positive,,,
Switchboard,sw04352-B_006199-006670,and i think if i were to buy another car right now i think i'd buy another prelude i really like it,0,0,positive,,,
Switchboard,sw02641-A_051794-051970,hit the bags,0,0,positive,,,
IEMOCAP,Ses05F_impro07_M010,I know.,0,0,neutral,,,
Common Voice,common_voice_en_627182,You get somebody else to wash the diapers.,0,0,negative,,,
Common Voice,common_voice_en_19201609,"""The Sound Pattern of English"" has had some influence on subsequent work.",0,0,positive,,,
Common Voice,common_voice_en_21447616,It transpires that Vic had ended his relationship with Colleen acrimoniously years previously.,0,0,neutral,,,
Common Voice,common_voice_en_21552608,"National canoe associations include the American, Canadian, British, Scottish, and Welsh.",0,0,positive,,,
IEMOCAP,Ses05F_script01_2_F008,Because she knows what I know - she's faithful as a rock and my worst moments I think of her waiting and I know again that I'm right.,0,0,positive,,,
Common Voice,common_voice_en_17728807,Better be ignorant than obstinate.,0,0,negative,,,
Common Voice,common_voice_en_18657255,"You are sure you are not the least angry with me, Ma?",0,0,negative,,,
Common Voice,common_voice_en_21440329,The two latter creeks drain the Santa Rosa Plateau.,0,0,positive,,,
Common Voice,common_voice_en_547488,A crowd of people stood around the fountain.,0,0,neutral,,,
Common Voice,common_voice_en_634705,"Among these people were a couple of cyclists, a gardener I employed sometimes, and a girl carrying a baby.",0,0,positive,,,
Common Voice,common_voice_en_104254,At least we've finally got something we can celebrate.,0,0,positive,,,
CMU-MOSEI,191616_18, I don't care that's actually slightly less like horrific {laugh} of story telling for me than Rob Zombie saying like he's a bad kid cause his mom's a stripper and his dad was real mean,0,0,negative,191616,,
Common Voice,common_voice_en_200603,You don't have to do anything of the kind!,0,0,positive,,,
MELD,test_dia138_utt2,No-no-no-no-no-no-no-no!!! You can't come in here! R-r-r-r-Ross is naked.,0,0,negative,,,
Common Voice,common_voice_en_588972,"Before him was an enormous white horse, rearing over him with a frightening scream.",0,0,neutral,,,
Common Voice,common_voice_en_551149,Look for a photograph of I Wanna Sex You Up,0,0,negative,,,
Common Voice,common_voice_en_18947849,"In general, when the operation converges it does so in at most seven iterations.",0,0,neutral,,,
Common Voice,common_voice_en_15707,One of the worst crooks in town!,0,0,negative,,,
Common Voice,common_voice_en_21781979,Bundesliga club Eintracht Frankfurt.,0,0,positive,,,
Common Voice,common_voice_en_668328,That woman is gonna be on that roof.,0,0,positive,,,
Common Voice,common_voice_en_20000305,Americans are also endowed with an exceptional moral sense.,0,0,positive,,,
IEMOCAP,Ses05F_impro08_M000,"Oh, thank God. Do you know how long I've been on the phone for half an hour trying to talk to a freaking human being.",0,0,negative,,,
CMU-MOSI,vyB00TXsimI_5,and is fun to watch,0,0,positive,,,
Common Voice,common_voice_en_19841377,"His mother was Italian American, while his father was of English and Irish descent.",0,0,positive,,,
Common Voice,common_voice_en_23385788,Thus it might mean simply 'Head of the Winds'.,0,0,neutral,,,
Common Voice,common_voice_en_17826000,"She outed herself as lesbian last year, didn't you hear?",0,0,negative,,,
Common Voice,common_voice_en_478281,This peach tart is tasty.,0,0,positive,,,
Common Voice,common_voice_en_19773122,Nuance's other products for Mac include MacSpeech Scribe.,0,0,positive,,,
Switchboard,sw02854-B_037433-037949,we cast off right right th- i'm that way yeah,0,0,positive,,,
Common Voice,common_voice_en_21781976,They divorced eight years later.,0,0,neutral,,,
Common Voice,common_voice_en_19863519,Cremate my remains and scatter the ashes in the sea where the whales live.,0,0,negative,,,
Common Voice,common_voice_en_22752584,It was the first album recorded with Kicks on bass.,0,0,neutral,,,
Common Voice,common_voice_en_56742,He's nuts about you.,0,0,positive,,,
Common Voice,common_voice_en_581286,But it was too late.,0,0,neutral,,,
Common Voice,common_voice_en_24013353,Short cervical length is the strongest predictor of preterm birth.,0,0,neutral,,,
MELD,train_dia1038_utt1,Hey!,0,0,positive,,,
Common Voice,common_voice_en_17366818,Sparse connectivity allows us to widen the network without increasing the number of parameters.,0,0,negative,,,
Switchboard,sw02477-A_019038-019162,yeah,0,0,positive,,,
Common Voice,common_voice_en_72595,A morsel eaten gains no friend,0,0,negative,,,
Common Voice,common_voice_en_18068617,What a bummer!,0,0,negative,,,
IEMOCAP,Ses01F_impro07_M008,Yeah. Big time.,0,0,positive,,,
Switchboard,sw02792-A_002248-002729,i like readers' digest [laughter] believe it or not i usually read that from cover to cover,0,0,neutral,,,
IEMOCAP,Ses04M_script01_1_M007,"I don't know the meaning of it, mom. But I know one thing; we made a terrible mistake with dad.",0,0,negative,,,
Common Voice,common_voice_en_20753110,He died in the battle against either Hippocoon or the Molionides.,0,0,neutral,,,
Common Voice,common_voice_en_21934975,six,0,0,positive,,,
Common Voice,common_voice_en_551019,There's that reprieve if they ever find out.,0,0,negative,,,
Common Voice,common_voice_en_128613,Put down that chair!,0,0,negative,,,
Common Voice,common_voice_en_23846263,This is an example of convergent evolution.,0,0,positive,,,
Common Voice,common_voice_en_137284,Shame on you and get off my front porch!,0,0,negative,,,
MELD,test_dia240_utt8,You‘«÷re not the fan who‘«÷s dying are you?,0,0,neutral,,,
CMU-MOSEI,gZDyk95Xob4_6,"Plus, it's great automotive marketing.",0,0,positive,gZDyk95Xob4,,
Common Voice,common_voice_en_487739,Every cock crows loud on his own dunghill,0,0,negative,,,
Common Voice,common_voice_en_20360908,It is not known when Li Yichang was born.,0,0,negative,,,
CMU-MOSI,GWuJjcEuzt8_13,um the songs in the movie are wonderful ,0,0,positive,,,
Common Voice,common_voice_en_102397,One of the worst crooks in town!,0,0,negative,,,
CMU-MOSEI,36098_2, It was made for Sci-Fi,0,0,negative,36098,,
CMU-MOSEI,98155_12," Basically Chris Tucker's a cop, he's a detective they get together and have some crazy antics",0,0,positive,98155,,
Common Voice,common_voice_en_359649,Experience is the father of wisdom.,0,0,positive,,,
Switchboard,sw03164-A_028763-028874,okay,0,0,neutral,,,
Common Voice,common_voice_en_146280,And that's another thing.,0,0,neutral,,,
Common Voice,common_voice_en_553643,This president is completely lost.,0,0,negative,,,
CMU-MOSEI,48300_6, But he does when he's looking for directions and something happens that both of them don't expect which is that they fall in love and she kind of learns that there's more that she wants to life than being a prostitute,0,0,positive,48300,,
Common Voice,common_voice_en_21934970,seven,0,0,positive,,,
Common Voice,common_voice_en_189073,She's the best parkour runner I know.,0,0,positive,,,
Common Voice,common_voice_en_19755114,Examples range from the academic to sporting and more frivolous events.,0,0,negative,,,
Common Voice,common_voice_en_21764498,He is buried in the cemetery at Newark-on-Trent in England.,0,0,negative,,,
Common Voice,common_voice_en_189681,We lit the lantern and walked over to his house.,0,0,neutral,,,
IEMOCAP,Ses05M_impro03_M032,it's great. I'm a lucky man.,0,0,positive,,,
IEMOCAP,Ses04F_impro07_M086,"to you, yes.",0,0,positive,,,
Common Voice,common_voice_en_17450544,My grandmother has Type One diabetes.,0,0,neutral,,,
Common Voice,common_voice_en_20015013,Such cylinders can still be played quite satisfactorily on suitable modern equipment.,0,0,positive,,,
Common Voice,common_voice_en_22155128,Suddenly Sabbath found themselves both unsure of their musical direction and labeled as has-beens.,0,0,negative,,,
Switchboard,sw04350-A_019238-019574,if they're just gonna pork you in the end,0,0,negative,,,
Common Voice,common_voice_en_23812041,"However, they apply to other situations as well.",0,0,neutral,,,
Common Voice,common_voice_en_17954948,Adversity tries friends.,0,0,neutral,,,
CMU-MOSEI,G8p4QMjLUXI_8,"If your roommate or family or significant other or whoever you live with thinks you're crazy, just do you",0,0,positive,G8p4QMjLUXI,,
Common Voice,common_voice_en_137411,We'll fix you up.,0,0,positive,,,
Common Voice,common_voice_en_18501104,Please watch the Youtube video of my daughter's concert,0,0,positive,,,
Switchboard,sw02929-A_051172-051430,it's hard to break it's a hard one to quit,0,0,positive,,,
Common Voice,common_voice_en_22361530,"If provoked, the brown anole will bite, urinate, and defecate.",0,0,negative,,,
Common Voice,common_voice_en_601496,What good is money to you if you're going to die?,0,0,negative,,,
Common Voice,common_voice_en_23974578,The Altar Boys helped pioneer Christian rock music.,0,0,positive,,,
Common Voice,common_voice_en_18767142,In the courtyard two lotus shaped fountains can be seen.,0,0,positive,,,
Common Voice,common_voice_en_22215009,eight,0,0,positive,,,
Switchboard,sw03897-B_021477-022454,well i don't know about you but neighborhoods just aren't like that anymore and if you can you know get together with an old neighborhood like that that is really neat,0,0,negative,,,
Switchboard,sw04483-B_020345-021677,but um i don't know that's definitely one thing they could do to make it easier is to just you know have have those garbage people that make how every many make tw- twenty or thirty bucks an hour have them do a little bit of the sorting,0,0,negative,,,
Common Voice,common_voice_en_17331596,"The more you stir, the more it stinks.",0,0,negative,,,
Common Voice,common_voice_en_23852225,"Later that evening, his genitals were nailed to the city door.",0,0,negative,,,
Common Voice,common_voice_en_95078,I don't think this wall should be painted the way you suggested.,0,0,negative,,,
Common Voice,common_voice_en_22975712,The battle ended in decisive Roman victory.,0,0,positive,,,
Common Voice,common_voice_en_695587,You just pat him.,0,0,neutral,,,
Switchboard,sw02448-B_025178-025303,uh-huh,0,0,negative,,,
Common Voice,common_voice_en_21555351,The Port of Eilat and Eilat Marina allow travel by sea.,0,0,positive,,,
Common Voice,common_voice_en_8237519,Don't spank your kids!,0,0,negative,,,
CMU-MOSEI,kz7ahNfXFsk_6,"Those things hurt, and I think it also trains the customer.",0,0,negative,kz7ahNfXFsk,,
Common Voice,common_voice_en_22396425,"The group was called the ""Peel Division"".",0,0,negative,,,
Common Voice,common_voice_en_12366,"And, in that mood, he was grateful to be in love.",0,0,positive,,,
Common Voice,common_voice_en_18822442,Today this rare snake is still only known from twelve specimens in four museums.,0,0,neutral,,,
Common Voice,common_voice_en_505576,But it's just something I forgot to pack.,0,0,negative,,,
Common Voice,common_voice_en_23930333,The Guard is currently engaged in several worldwide and homeland missions.,0,0,positive,,,
IEMOCAP,Ses05M_impro05_M006,"Well, I would hope so.",0,0,positive,,,
IEMOCAP,Ses02M_script02_2_F003,"Yea, sure everyone was sold the same story. I mean it keeps us all excited, keeps us coming back for more, keeps us thinking that life is going to start any second now if we can just get in on the action and find the right spot.",0,0,positive,,,
Common Voice,common_voice_en_81120,I don't know the desert that well yet.,0,0,neutral,,,
Common Voice,common_voice_en_20170456,Exhibitions are held at Bankside Gallery and also tour outside London.,0,0,positive,,,
Common Voice,common_voice_en_656249,"It was shredded, like lace after an attack from hyperactive kittens.",0,0,negative,,,
IEMOCAP,Ses04F_script01_2_M008,You can't read her mind.,0,0,positive,,,
Common Voice,common_voice_en_547141,Let me out of here!,0,0,negative,,,
Common Voice,common_voice_en_17727463,A fool and his money are soon parted.,0,0,negative,,,
IEMOCAP,Ses01M_script03_1_M021,We are figures of fun all right,0,0,positive,,,
Common Voice,common_voice_en_22511911,However figures do exist for the ward of Hoylake and Meols.,0,0,neutral,,,
Common Voice,common_voice_en_17357673,"Darling, we've run out of avocados!",0,0,positive,,,
Switchboard,sw02641-A_002294-002609,oh see i'm not uh i'm not a dog person at all [laughter],0,0,negative,,,
Common Voice,common_voice_en_553897,Who can tell us whether spaceflight will ever be commercially viable?,0,0,neutral,,,
Common Voice,common_voice_en_23592762,The Scott brothers continued developing material in the hope of securing another contract.,0,0,negative,,,
Common Voice,common_voice_en_19766335,"The following day, the band recorded Waters' ""Take Up Thy Stethoscope and Walk"".",0,0,neutral,,,
IEMOCAP,Ses05F_impro08_M005,"Can you like talk to somebody about this, can you like can you tell them that this is ridiculous and can they change it from now on, is there a phone number you have that I can call that will like automatically be talking to somebody a human being.",0,0,negative,,,
Common Voice,common_voice_en_675506,She's a feisty little ferret.,0,0,positive,,,
Common Voice,common_voice_en_18349285,They die out of spite.,0,0,negative,,,
Switchboard,sw04085-B_000491-001114,yes i work for north carolina state university which has about six or seven thousand employees,0,0,positive,,,
CMU-MOSI,2iD-tVS8NPw_15,because it looks like a cartoon,0,0,negative,,,
Common Voice,common_voice_en_489919,I don‘«÷t know how comfortable it would be for a person.,0,0,negative,,,
Common Voice,common_voice_en_586175,But I found it difficult to get to work because of the investigations.,0,0,negative,,,
Common Voice,common_voice_en_20049646,Some of Dapol's ambitions were frustrated.,0,0,negative,,,
Common Voice,common_voice_en_18162084,The sky in the west is tinged with orange red.,0,0,neutral,,,
Common Voice,common_voice_en_9392,"The boy reached the small, abandoned church just as night was falling.",0,0,neutral,,,
Switchboard,sw02515-A_058330-058651,but but he keeps himself on that i mean he found,0,0,neutral,,,
Common Voice,common_voice_en_23782432,Another nine employees left to form Castaway Entertainment.,0,0,negative,,,
Common Voice,common_voice_en_19303951,"He hobbled after her, but she easily eluded him.",0,0,neutral,,,
Switchboard,sw02775-B_000299-000822,well it's an older home it was made back in the early sixties it's a pier beam house,0,0,negative,,,
Common Voice,common_voice_en_17524616,Get out of my store.,0,0,negative,,,
Common Voice,common_voice_en_17412179,"He was something of a sickly child by all accounts, never made it past his fourth birthday.",0,0,negative,,,
IEMOCAP,Ses02F_script03_2_F026,I expect it's because you're drunk.,0,0,negative,,,
Common Voice,common_voice_en_68794,I sold crystal and crossed the desert.,0,0,neutral,,,
Common Voice,common_voice_en_141298,Edgar is a geek.,0,0,positive,,,
Common Voice,common_voice_en_16049222,The wise man is deceived once but the fool twice.,0,0,negative,,,
Common Voice,common_voice_en_18192367,Before you meet the handsome prince you have to kiss a lot of toads.,0,0,positive,,,
Common Voice,common_voice_en_20225827,Don‘«÷t cry any more.,0,0,positive,,,
Common Voice,common_voice_en_15904012,Perpendicular recording has increased the data density of hard disks for sure.,0,0,neutral,,,
MELD,dev_dia60_utt0,Oh my good God.,0,0,positive,,,
Switchboard,sw02166-A_015198-016019,all the uh all the staff are uh are uh either koreans or uh,0,0,neutral,,,
Common Voice,common_voice_en_20322773,"Services between London Bridge and Uckfield regularly pass the station, but do not stop.",0,0,neutral,,,
Common Voice,common_voice_en_177043,But don't let that out of your sight.,0,0,neutral,,,
Common Voice,common_voice_en_542,I will need some sheet music if you want me to play that.,0,0,neutral,,,
MELD,train_dia592_utt1,You two will have very hairy children.,0,0,negative,,,
Common Voice,common_voice_en_17749276,Leaves turn brown and yellow in the fall.,0,0,negative,,,
Common Voice,common_voice_en_19893140,"Depressed, Soo-ryun attempts to commit suicide.",0,0,negative,,,
Common Voice,common_voice_en_20326387,Virginia's descendants continue her legacy.,0,0,positive,,,
Common Voice,common_voice_en_536003,And the sand and gravel had been flung violently in every direction.,0,0,negative,,,
Common Voice,common_voice_en_664926,I'd die for either of you.,0,0,positive,,,
Common Voice,common_voice_en_115959,"""There are many languages spoken by things,"" the boy said.",0,0,positive,,,
Common Voice,common_voice_en_563096,The same book that taught me about Urim and Thummim.,0,0,neutral,,,
Common Voice,common_voice_en_19604020,The highest varieties are not normally keyed.,0,0,neutral,,,
CMU-MOSEI,WJ2QF4Kw9Y8_2,There are various derivatives of this.,0,0,positive,WJ2QF4Kw9Y8,,
Common Voice,common_voice_en_21960033,no,0,0,negative,,,
Common Voice,common_voice_en_21384946,"The Force keeps any experience that is obtained, regardless of the battle's outcome.",0,0,positive,,,
Common Voice,common_voice_en_19593441,Dumbo has New York City's highest concentration of technology firms by neighborhood.,0,0,negative,,,
Common Voice,common_voice_en_661015,The lift was operated by a pneumatic system.,0,0,neutral,,,
Common Voice,common_voice_en_23495262,"Boat ramps included Sanford Yake, Cedar Canyon, Fritch Fortress, Harbor Bay and Blue West.",0,0,negative,,,
Common Voice,common_voice_en_213146,Someone set fire to the trash.,0,0,negative,,,
MELD,train_dia588_utt0,I can‘«÷t believe I did this! What an idiot!,0,0,negative,,,
Common Voice,common_voice_en_484919,How do you mean?,0,0,neutral,,,
Common Voice,common_voice_en_18696513,"Amelia then phones Rub?Æn and dumps him, berating him with a string of obscenities.",0,0,negative,,,
Common Voice,common_voice_en_23839632,One such micro project is in the fisheries sector in Gitega.,0,0,positive,,,
Common Voice,common_voice_en_23611373,She was a recapper for Television Without Pity.,0,0,positive,,,
Common Voice,common_voice_en_639219,"Wrestling, boxing and karate are well-known examples for martial arts.",0,0,positive,,,
Common Voice,common_voice_en_22782881,"She was examined by medical doctors, with no conclusion.",0,0,negative,,,
Common Voice,common_voice_en_18885796,One could find friends by a search tool or looking through one's acquaintances' acquaintances.,0,0,negative,,,
